card_id,front,back,answer,russian,japanese,pos,imperfective,perfective,source_rounds,source_sections,tags,needs_review,include_in_app
app500_m0304,реша́ться — реши́ться,"答え：決心する
品詞：動詞
不完了体：реша́ться
完了体：реши́ться
出典候補：第66回
状態：校正用・未確認",決心する,реша́ться — реши́ться,決心する,動詞,реша́ться,реши́ться,66,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0305,обраща́ться — обрати́ться,"答え： обращать/обратиться：頼る／呼びかける
品詞：動詞
不完了体：обраща́ться
完了体：обрати́ться
出典候補：第68回
状態：校正用・未確認", обращать/обратиться：頼る／呼びかける,обраща́ться — обрати́ться, обращать/обратиться：頼る／呼びかける,動詞,обраща́ться,обрати́ться,68,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0306,свет,"答え：光
品詞：名詞
性：男性
出典候補：第78回
状態：校正用・未確認",光,свет,光,名詞,,,78,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0307,глаз,"答え：目
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",目,глаз,目,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0308,цвет,"答え：色
品詞：名詞
性：男性
出典候補：第84回
状態：校正用・未確認",色,цвет,色,名詞,,,84,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0309,о́блако,"答え：雲
品詞：名詞
性：中性
出典候補：第60回
状態：校正用・未確認",雲,о́блако,雲,名詞,,,60,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0310,дождь,"答え：雨
品詞：名詞
性：男性
出典候補：第72回
状態：校正用・未確認",雨,дождь,雨,名詞,,,72,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0311,ве́тер,"答え：風
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",風,ве́тер,風,名詞,,,74,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0312,бедствие,"答え：災害
品詞：名詞
性：中性
出典候補：第82回
状態：校正用・未確認",災害,бедствие,災害,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0313,прогно́з,"答え：予報
品詞：名詞
性：男性
出典候補：第62回
状態：校正用・未確認",予報,прогно́з,予報,名詞,,,62,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0314,форма,"答え：形式
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",形式,форма,形式,名詞,,,68,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0315,запи́ска,"答え：メモ
品詞：名詞
性：女性
出典候補：第70回
状態：校正用・未確認",メモ,запи́ска,メモ,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0316,обще́ние,"答え：交流／コミュニケーション
品詞：名詞
性：中性
出典候補：第74回
状態：校正用・未確認",交流／コミュニケーション,обще́ние,交流／コミュニケーション,名詞,,,74,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0317,семья́,"答え：家族
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",家族,семья́,家族,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0318,ребёнок,"答え：子ども
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",子ども,ребёнок,子ども,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0319,море,"答え：海
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",海,море,海,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0320,берег,"答え：岸
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",岸,берег,岸,名詞,,,74,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0321,гора́,"答え：山
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",山,гора́,山,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0322,верши́на,"答え：頂上
品詞：名詞
性：女性
出典候補：第78回
状態：校正用・未確認",頂上,верши́на,頂上,名詞,,,78,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0323,тури́зм,"答え：観光
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",観光,тури́зм,観光,名詞,,,86,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0324,расстоя́ние,"答え：距離
品詞：名詞
性：中性
出典候補：第66回
状態：校正用・未確認",距離,расстоя́ние,距離,名詞,,,66,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0325,высота́,"答え：高さ
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",高さ,высота́,高さ,名詞,,,68,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0326,центр,"答え：中心
品詞：名詞
性：男性
出典候補：第72回
状態：校正用・未確認",中心,центр,中心,名詞,,,72,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0327,ко́мната,"答え：部屋
品詞：名詞
性：女性
出典候補：第78回
状態：校正用・未確認",部屋,ко́мната,部屋,名詞,,,78,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0328,спа́льня,"答え：寝室
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",寝室,спа́льня,寝室,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0329,ку́хня,"答え：台所
品詞：名詞
性：女性
出典候補：第84回
状態：校正用・未確認",台所,ку́хня,台所,名詞,,,84,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0330,шкаф,"答え：戸棚／クローゼット
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",戸棚／クローゼット,шкаф,戸棚／クローゼット,名詞,,,86,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0331,полка,"答え：棚
品詞：名詞
性：女性
出典候補：第60回
状態：校正用・未確認",棚,полка,棚,名詞,,,60,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0332,стол,"答え：机
品詞：名詞
性：男性
出典候補：第62回
状態：校正用・未確認",机,стол,机,名詞,,,62,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0333,кровать,"答え：ベッド
品詞：名詞
性：女性
出典候補：第64回
状態：校正用・未確認",ベッド,кровать,ベッド,名詞,,,64,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0334,окно́,"答え：窓
品詞：名詞
性：中性
出典候補：第66回
状態：校正用・未確認",窓,окно́,窓,名詞,,,66,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0335,ва́за,"答え：花瓶
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",花瓶,ва́за,花瓶,名詞,,,68,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0336,гита́ра,"答え：ギター
品詞：名詞
性：女性
出典候補：第70回
状態：校正用・未確認",ギター,гита́ра,ギター,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0337,шко́ла,"答え：学校
品詞：名詞
性：女性
出典候補：第74回
状態：校正用・未確認",学校,шко́ла,学校,名詞,,,74,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0338,образова́ние,"答え：教育
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",教育,образова́ние,教育,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0339,грамотность,"答え：識字率
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",識字率,грамотность,識字率,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0340,студе́нт,"答え：学生
品詞：名詞
性：男性
出典候補：第84回
状態：校正用・未確認",学生,студе́нт,学生,名詞,,,84,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0341,учени́к,"答え：生徒
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",生徒,учени́к,生徒,名詞,,,86,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0342,конку́рс,"答え：コンクール
品詞：名詞
性：男性
出典候補：第66回
状態：校正用・未確認",コンクール,конку́рс,コンクール,名詞,,,66,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0343,музы́ка,"答え：音楽
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",音楽,музы́ка,音楽,名詞,,,68,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0344,музыка́нт,"答え：音楽家
品詞：名詞
性：男性
出典候補：第70回
状態：校正用・未確認",音楽家,музыка́нт,音楽家,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0345,исполне́ние,"答え：演奏
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",演奏,исполне́ние,演奏,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0346,ро́ждаемость,"答え：出生率
品詞：名詞
性：女性
出典候補：第84回
状態：校正用・未確認",出生率,ро́ждаемость,出生率,名詞,,,84,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0347,пе́нсия,"答え：年金
品詞：名詞
性：女性
出典候補：第60回
状態：校正用・未確認",年金,пе́нсия,年金,名詞,,,60,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0348,возраст,"答え：年齢
品詞：名詞
性：男性
出典候補：第64回
状態：校正用・未確認",年齢,возраст,年齢,名詞,,,64,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0349,рабо́чая си́ла,"答え：労働力
品詞：名詞句
性：女性
出典候補：第66回
状態：校正用・未確認",労働力,рабо́чая си́ла,労働力,名詞句,,,66,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0350,словари́,"答え：辞書類
品詞：名詞
数：複数
出典候補：第68回
状態：校正用・未確認",辞書類,словари́,辞書類,名詞,,,68,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0351,сло́во,"答え：単語
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",単語,сло́во,単語,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0352,па́мять,"答え：記憶
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",記憶,па́мять,記憶,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0353,оши́бка,"答え：誤り
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",誤り,оши́бка,誤り,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0354,исправле́ние,"答え：修正
品詞：名詞
性：中性
出典候補：第84回
状態：校正用・未確認",修正,исправле́ние,修正,名詞,,,84,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0355,контро́льная рабо́та,"答え：小テスト／確認テスト
品詞：名詞句
性：女性
出典候補：第86回
状態：校正用・未確認",小テスト／確認テスト,контро́льная рабо́та,小テスト／確認テスト,名詞句,,,86,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0356,упражне́ние,"答え：練習問題
品詞：名詞
性：中性
出典候補：第60回
状態：校正用・未確認",練習問題,упражне́ние,練習問題,名詞,,,60,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0357,зада́ние,"答え：課題
品詞：名詞
性：中性
出典候補：第62回
状態：校正用・未確認",課題,зада́ние,課題,名詞,,,62,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0358,по́льза,"答え：利益／役立つこと
品詞：名詞
性：女性
出典候補：第66回
状態：校正用・未確認",利益／役立つこと,по́льза,利益／役立つこと,名詞,,,66,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0359,компью́тер,"答え：コンピュータ
品詞：名詞
性：男性
出典候補：第70回
状態：校正用・未確認",コンピュータ,компью́тер,コンピュータ,名詞,,,70,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0360,сайт,"答え：サイト
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",サイト,сайт,サイト,名詞,,,74,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0361,приложе́ние,"答え：アプリ
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",アプリ,приложе́ние,アプリ,名詞,,,76,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0362,да́нные,"答え：データ
品詞：名詞
数：複数
出典候補：第78回
状態：校正用・未確認",データ,да́нные,データ,名詞,,,78,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0363,файл,"答え：ファイル
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",ファイル,файл,ファイル,名詞,,,82,文法I/露文和訳/聴取,russian2;名詞;校正用,yes,no
app500_m0364,ва́жный,"答え：重要な
品詞：形容詞
出典候補：第84回
状態：校正用・未確認",重要な,ва́жный,重要な,形容詞,,,84,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0365,гла́вный,"答え：主要な
品詞：形容詞
出典候補：第86回
状態：校正用・未確認",主要な,гла́вный,主要な,形容詞,,,86,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0366,осо́бый,"答え：特別な
品詞：形容詞
出典候補：第60回
状態：校正用・未確認",特別な,осо́бый,特別な,形容詞,,,60,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0367,па́смурный,"答え：曇った
品詞：形容詞
出典候補：第66回
状態：校正用・未確認",曇った,па́смурный,曇った,形容詞,,,66,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0368,благоприя́тный,"答え：好都合な
品詞：形容詞
出典候補：第68回
状態：校正用・未確認",好都合な,благоприя́тный,好都合な,形容詞,,,68,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0369,све́жий,"答え：新鮮な
品詞：形容詞
出典候補：第70回
状態：校正用・未確認",新鮮な,све́жий,新鮮な,形容詞,,,70,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0370,си́льный,"答え：強い
品詞：形容詞
出典候補：第72回
状態：校正用・未確認",強い,си́льный,強い,形容詞,,,72,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0371,сла́бый,"答え：弱い
品詞：形容詞
出典候補：第74回
状態：校正用・未確認",弱い,сла́бый,弱い,形容詞,,,74,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0372,то́чный,"答え：正確な
品詞：形容詞
出典候補：第76回
状態：校正用・未確認",正確な,то́чный,正確な,形容詞,,,76,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0373,похо́жий,"答え：似ている
品詞：形容詞
出典候補：第78回
状態：校正用・未確認",似ている,похо́жий,似ている,形容詞,,,78,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0374,разный,"答え：さまざまな／違う
品詞：形容詞
出典候補：第82回
状態：校正用・未確認",さまざまな／違う,разный,さまざまな／違う,形容詞,,,82,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0375,одина́ковый,"答え：同じ
品詞：形容詞
出典候補：第84回
状態：校正用・未確認",同じ,одина́ковый,同じ,形容詞,,,84,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0376,краси́вый,"答え：美しい
品詞：形容詞
出典候補：第86回
状態：校正用・未確認",美しい,краси́вый,美しい,形容詞,,,86,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0377,изве́стный,"答え：有名な
品詞：形容詞
出典候補：第60回
状態：校正用・未確認",有名な,изве́стный,有名な,形容詞,,,60,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0378,иностра́нный,"答え：外国の
品詞：形容詞
出典候補：第62回
状態：校正用・未確認",外国の,иностра́нный,外国の,形容詞,,,62,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0379,ме́стный,"答え：現地の／地元の
品詞：形容詞
出典候補：第64回
状態：校正用・未確認",現地の／地元の,ме́стный,現地の／地元の,形容詞,,,64,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0380,нача́льный,"答え：初級の
品詞：形容詞
出典候補：第66回
状態：校正用・未確認",初級の,нача́льный,初級の,形容詞,,,66,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0381,сре́дний,"答え：中等の／平均の
品詞：形容詞
出典候補：第68回
状態：校正用・未確認",中等の／平均の,сре́дний,中等の／平均の,形容詞,,,68,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0382,вы́сший,"答え：高等の
品詞：形容詞
出典候補：第70回
状態：校正用・未確認",高等の,вы́сший,高等の,形容詞,,,70,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0383,обяза́тельный,"答え：義務的な
品詞：形容詞
出典候補：第72回
状態：校正用・未確認",義務的な,обяза́тельный,義務的な,形容詞,,,72,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0384,коли́чественный,"答え：数量的な
品詞：形容詞
出典候補：第74回
状態：校正用・未確認",数量的な,коли́чественный,数量的な,形容詞,,,74,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0385,ка́чественный,"答え：質的な
品詞：形容詞
出典候補：第76回
状態：校正用・未確認",質的な,ка́чественный,質的な,形容詞,,,76,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0386,экономи́ческий,"答え：経済の
品詞：形容詞
出典候補：第78回
状態：校正用・未確認",経済の,экономи́ческий,経済の,形容詞,,,78,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0387,социа́льный,"答え：社会の
品詞：形容詞
出典候補：第82回
状態：校正用・未確認",社会の,социа́льный,社会の,形容詞,,,82,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0388,тру́дный,"答え：難しい
品詞：形容詞
出典候補：第84回
状態：校正用・未確認",難しい,тру́дный,難しい,形容詞,,,84,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0389,лёгкий,"答え：軽い／簡単な
品詞：形容詞
出典候補：第86回
状態：校正用・未確認",軽い／簡単な,лёгкий,軽い／簡単な,形容詞,,,86,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0390,тя́жёлый,"答え：重い／困難な
品詞：形容詞
出典候補：第60回
状態：校正用・未確認",重い／困難な,тя́жёлый,重い／困難な,形容詞,,,60,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0391,поле́зный,"答え：役に立つ
品詞：形容詞
出典候補：第62回
状態：校正用・未確認",役に立つ,поле́зный,役に立つ,形容詞,,,62,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0392,свобо́дный,"答え：自由な
品詞：形容詞
出典候補：第64回
状態：校正用・未確認",自由な,свобо́дный,自由な,形容詞,,,64,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0393,си́стемный,"答え：体系的な
品詞：形容詞
出典候補：第66回
状態：校正用・未確認",体系的な,си́стемный,体系的な,形容詞,,,66,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0394,ежедне́вный,"答え：毎日の
品詞：形容詞
出典候補：第68回
状態：校正用・未確認",毎日の,ежедне́вный,毎日の,形容詞,,,68,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0395,коро́ткий,"答え：短い
品詞：形容詞
出典候補：第70回
状態：校正用・未確認",短い,коро́ткий,短い,形容詞,,,70,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0396,дли́нный,"答え：長い
品詞：形容詞
出典候補：第72回
状態：校正用・未確認",長い,дли́нный,長い,形容詞,,,72,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0397,уста́лый,"答え：疲れた
品詞：形容詞
出典候補：第74回
状態：校正用・未確認",疲れた,уста́лый,疲れた,形容詞,,,74,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0398,споко́йный,"答え：落ち着いた
品詞：形容詞
出典候補：第76回
状態：校正用・未確認",落ち着いた,споко́йный,落ち着いた,形容詞,,,76,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0399,ве́жливый,"答え：礼儀正しい
品詞：形容詞
出典候補：第78回
状態：校正用・未確認",礼儀正しい,ве́жливый,礼儀正しい,形容詞,,,78,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0400,добрый,"答え：親切な
品詞：形容詞
出典候補：第82回
状態：校正用・未確認",親切な,добрый,親切な,形容詞,,,82,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0401,стро́гий,"答え：厳しい
品詞：形容詞
出典候補：第84回
状態：校正用・未確認",厳しい,стро́гий,厳しい,形容詞,,,84,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0402,совреме́нный,"答え：現代の
品詞：形容詞
出典候補：第86回
状態：校正用・未確認",現代の,совреме́нный,現代の,形容詞,,,86,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0403,традицио́нный,"答え：伝統的な
品詞：形容詞
出典候補：第60回
状態：校正用・未確認",伝統的な,традицио́нный,伝統的な,形容詞,,,60,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0404,приро́дный,"答え：自然の
品詞：形容詞
出典候補：第62回
状態：校正用・未確認",自然の,приро́дный,自然の,形容詞,,,62,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0405,городско́й,"答え：都市の
品詞：形容詞
出典候補：第64回
状態：校正用・未確認",都市の,городско́й,都市の,形容詞,,,64,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0406,сельский,"答え：農村の
品詞：形容詞
出典候補：第66回
状態：校正用・未確認",農村の,сельский,農村の,形容詞,,,66,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0407,се́верный,"答え：北の
品詞：形容詞
出典候補：第68回
状態：校正用・未確認",北の,се́верный,北の,形容詞,,,68,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0408,ю́жный,"答え：南の
品詞：形容詞
出典候補：第70回
状態：校正用・未確認",南の,ю́жный,南の,形容詞,,,70,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0409,во́сточный,"答え：東の
品詞：形容詞
出典候補：第72回
状態：校正用・未確認",東の,во́сточный,東の,形容詞,,,72,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0410,за́падный,"答え：西の
品詞：形容詞
出典候補：第74回
状態：校正用・未確認",西の,за́падный,西の,形容詞,,,74,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0411,ле́тний,"答え：夏の
品詞：形容詞
出典候補：第76回
状態：校正用・未確認",夏の,ле́тний,夏の,形容詞,,,76,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0412,зи́мний,"答え：冬の
品詞：形容詞
出典候補：第78回
状態：校正用・未確認",冬の,зи́мний,冬の,形容詞,,,78,文法I/和文露訳,russian2;形容詞;校正用,yes,no
app500_m0413,в де́йствительности,"答え：実際には
品詞：表現
出典候補：第86回
状態：校正用・未確認",実際には,в де́йствительности,実際には,表現,,,86,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0414,по сравне́нию с ...,"答え：〜と比べて
品詞：表現
出典候補：第60回
状態：校正用・未確認",〜と比べて,по сравне́нию с ...,〜と比べて,表現,,,60,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0415,в отли́чие от ...,"答え：〜とは違って
品詞：表現
出典候補：第62回
状態：校正用・未確認",〜とは違って,в отли́чие от ...,〜とは違って,表現,,,62,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0416,в свя́зи с ...,"答え：〜に関連して／〜のために
品詞：表現
出典候補：第64回
状態：校正用・未確認",〜に関連して／〜のために,в свя́зи с ...,〜に関連して／〜のために,表現,,,64,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0417,благодаря́ ...,"答え：〜のおかげで
品詞：表現
出典候補：第66回
状態：校正用・未確認",〜のおかげで,благодаря́ ...,〜のおかげで,表現,,,66,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0418,из-за ...,"答え：〜のせいで
品詞：表現
出典候補：第68回
状態：校正用・未確認",〜のせいで,из-за ...,〜のせいで,表現,,,68,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0419,с тру́дом,"答え：苦労して
品詞：表現
出典候補：第72回
状態：校正用・未確認",苦労して,с тру́дом,苦労して,表現,,,72,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0420,с интере́сом,"答え：興味を持って
品詞：表現
出典候補：第74回
状態：校正用・未確認",興味を持って,с интере́сом,興味を持って,表現,,,74,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0421,к сожале́нию,"答え：残念ながら
品詞：表現
出典候補：第76回
状態：校正用・未確認",残念ながら,к сожале́нию,残念ながら,表現,,,76,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0422,к сча́стью,"答え：幸いにも
品詞：表現
出典候補：第78回
状態：校正用・未確認",幸いにも,к сча́стью,幸いにも,表現,,,78,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0423,пре́жде всего́,"答え：まず第一に
品詞：表現
出典候補：第82回
状態：校正用・未確認",まず第一に,пре́жде всего́,まず第一に,表現,,,82,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0424,кро́ме того́,"答え：そのほかに
品詞：表現
出典候補：第84回
状態：校正用・未確認",そのほかに,кро́ме того́,そのほかに,表現,,,84,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0425,поэ́тому,"答え：したがって
品詞：表現
出典候補：第86回
状態：校正用・未確認",したがって,поэ́тому,したがって,表現,,,86,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0426,одна́ко,"答え：しかし
品詞：表現
出典候補：第60回
状態：校正用・未確認",しかし,одна́ко,しかし,表現,,,60,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0427,наприме́р,"答え：例えば
品詞：表現
出典候補：第62回
状態：校正用・未確認",例えば,наприме́р,例えば,表現,,,62,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0428,таки́м о́бразом,"答え：このようにして
品詞：表現
出典候補：第64回
状態：校正用・未確認",このようにして,таки́м о́бразом,このようにして,表現,,,64,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0429,в тече́ние ...,"答え：〜の間
品詞：表現
出典候補：第66回
状態：校正用・未確認",〜の間,в тече́ние ...,〜の間,表現,,,66,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0430,во вре́мя ...,"答え：〜の間に
品詞：表現
出典候補：第68回
状態：校正用・未確認",〜の間に,во вре́мя ...,〜の間に,表現,,,68,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0431,до сих пор,"答え：今まで
品詞：表現
出典候補：第70回
状態：校正用・未確認",今まで,до сих пор,今まで,表現,,,70,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0432,с тех пор,"答え：それ以来
品詞：表現
出典候補：第72回
状態：校正用・未確認",それ以来,с тех пор,それ以来,表現,,,72,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
