master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0744,phrase,сдать экза́мен,сдать экзамен,試験に合格する・受ける,表現,,,,,,,84候補,語彙,試験,1,сдать экзамен,2,phrase,ru→ja / ja→ru候補,сдать экза́мен,試験に合格する・受ける,"答え：試験に合格する・受ける
品詞：表現
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,phrase,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0745,phrase,провести́ кани́кулы,провести каникулы,休暇を過ごす,表現,,,,,,,84,露文和訳,夏休み,1,провести каникулы,2,phrase,ru→ja / ja→ru候補,провести́ кани́кулы,休暇を過ごす,"答え：休暇を過ごす
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0746,phrase,ограни́чить испо́льзование,ограничить использование,利用を制限する,表現,,,,,,,84,露文和訳,スマホ利用,1,ограничить использование,2,phrase,ru→ja / ja→ru候補,ограни́чить испо́льзование,利用を制限する,"答え：利用を制限する
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0747,phrase,восстанови́ться по́сле стре́сса,восстановиться после стресса,ストレス後に回復する,表現,,,,,,,84,露文和訳,ストレス回復,1,восстановиться после стресса,2,phrase,ru→ja / ja→ru候補,восстанови́ться по́сле стре́сса,ストレス後に回復する,"答え：ストレス後に回復する
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0748,phrase,проводить вре́мя с роди́телями,проводить время с родителями,親と時間を過ごす,表現,,,,,,,84,露文和訳,親子の時間,1,проводить время с родителями,2,phrase,ru→ja / ja→ru候補,проводить вре́мя с роди́телями,親と時間を過ごす,"答え：親と時間を過ごす
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0749,phrase,быть ве́жливым с,быть вежливым с,〜に礼儀正しく接する,表現,,,,,,,84候補,和文露訳,接し方,1,быть вежливым с,2,phrase,ru→ja / ja→ru候補,быть ве́жливым с,〜に礼儀正しく接する,"答え：〜に礼儀正しく接する
品詞：表現
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,phrase,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0750,phrase,от всей души́,от всеи души,心から,副詞句,,,,,,,76候補,和文露訳,感情,1,от всеи души,2,phrase,ru→ja / ja→ru候補,от всей души́,心から,"答え：心から
品詞：副詞句
出典候補：第76候補
状態：校正用・未確認",russian2,v04,校正用,phrase,76候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0751,phrase,тёплое чу́вство,теплое чувство,温かい気持ち,表現,,,,,,,76,和文露訳,優しい行動,1,теплое чувство,2,phrase,ru→ja / ja→ru候補,тёплое чу́вство,温かい気持ち,"答え：温かい気持ち
品詞：表現
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,phrase,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0752,phrase,гуля́ть с соба́кой,гулять с собакои,犬と散歩する,表現,,,,,,,76,和文露訳,愛犬との散歩,1,гулять с собакои,2,phrase,ru→ja / ja→ru候補,гуля́ть с соба́кой,犬と散歩する,"答え：犬と散歩する
品詞：表現
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,phrase,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0753,phrase,обы́чным по́ездом,обычным поездом,普通列車で,表現,,,,,,,62,和文露訳,普通列車,1,обычным поездом,2,phrase,ru→ja / ja→ru候補,обы́чным по́ездом,普通列車で,"答え：普通列車で
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0754,phrase,путеше́ствовать по То́хоку,путешествовать по Тохоку,東北を旅行する,表現,,,,,,,62,和文露訳,旅行,1,путешествовать по Тохоку,2,phrase,ru→ja / ja→ru候補,путеше́ствовать по То́хоку,東北を旅行する,"答え：東北を旅行する
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0755,phrase,жить свобо́дно,жить свободно,自由に生活する,表現,,,,,,,62,和文露訳,自由,1,жить свободно,2,phrase,ru→ja / ja→ru候補,жить свобо́дно,自由に生活する,"答え：自由に生活する
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0756,phrase,читать кни́ги,читать книги,本を読む,表現,,,,,,,62候補,和文露訳,読書,1,читать книги,2,phrase,ru→ja / ja→ru候補,читать кни́ги,本を読む,"答え：本を読む
品詞：表現
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0757,phrase,игра́ть с друзья́ми,играть с друзьями,友人と遊ぶ,表現,,,,,,,62,和文露訳,遊び,1,играть с друзьями,2,phrase,ru→ja / ja→ru候補,игра́ть с друзья́ми,友人と遊ぶ,"答え：友人と遊ぶ
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0758,phrase,по сравне́нию с,по сравнению с,〜と比べて,前置詞句,,,,,,,74候補,文法I,比較,1,по сравнению с,2,phrase,ru→ja / ja→ru候補,по сравне́нию с,〜と比べて,"答え：〜と比べて
品詞：前置詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0759,phrase,в отноше́нии,в отношении,〜に関して,前置詞句,,,,,,,74候補,文法I,отношение,1,в отношении,2,phrase,ru→ja / ja→ru候補,в отноше́нии,〜に関して,"答え：〜に関して
品詞：前置詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0760,phrase,в те́чение,в течение,〜の間,前置詞句,,,,,,,84候補,文法III,期間,1,в течение,2,phrase,ru→ja / ja→ru候補,в те́чение,〜の間,"答え：〜の間
品詞：前置詞句
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,phrase,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0761,phrase,с ... по ...,с ... по ...,〜から〜まで,構文,,,,,,,84,文法III,7月1日〜9月10日,1,с ... по ...,2,phrase,ru→ja / ja→ru候補,с ... по ...,〜から〜まで,"答え：〜から〜まで
品詞：構文
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0762,phrase,более чем,более чем,〜以上,表現,,,,,,,84候補,文法III,数量,1,более чем,2,phrase,ru→ja / ja→ru候補,более чем,〜以上,"答え：〜以上
品詞：表現
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,phrase,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0763,phrase,около,около,約,前置詞,,,,,,,70,84,文法III,約10kg/人数,1,около,2,phrase,ru→ja / ja→ru候補,около,約,"答え：約
品詞：前置詞
出典候補：第70;84
状態：校正用・未確認",russian2,v04,校正用,phrase,70,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0764,phrase,не ме́нее,не менее,少なくとも,表現,,,,,,,74候補,語彙,数量,1,не менее,2,phrase,ru→ja / ja→ru候補,не ме́нее,少なくとも,"答え：少なくとも
品詞：表現
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0765,phrase,не бо́лее,не более,多くとも,表現,,,,,,,70候補,和文露訳,体重の10%まで,1,не более,2,phrase,ru→ja / ja→ru候補,не бо́лее,多くとも,"答え：多くとも
品詞：表現
出典候補：第70候補
状態：校正用・未確認",russian2,v04,校正用,phrase,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0766,phrase,коро́ткое вре́мя,короткое время,短期間,表現,,,,,,,62,露文和訳,忘れやすい,1,короткое время,2,phrase,ru→ja / ja→ru候補,коро́ткое вре́мя,短期間,"答え：短期間
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0767,phrase,систeмати́чески занима́ться,систeматически заниматься,体系的に学習する,表現,,,,,,,62,露文和訳,毎日学ぶ,1,систeматически заниматься,2,phrase,ru→ja / ja→ru候補,систeмати́чески занима́ться,体系的に学習する,"答え：体系的に学習する
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0768,phrase,расширя́ть слова́рный запа́с,расширять словарныи запас,語彙力を広げる,表現,,,,,,,62候補,露文和訳,語彙学習,1,расширять словарныи запас,2,phrase,ru→ja / ja→ru候補,расширя́ть слова́рный запа́с,語彙力を広げる,"答え：語彙力を広げる
品詞：表現
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0769,phrase,знать наизу́сть,знать наизусть,暗記している,表現,,,,,,,62候補,語彙,暗記,1,знать наизусть,2,phrase,ru→ja / ja→ru候補,знать наизу́сть,暗記している,"答え：暗記している
品詞：表現
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0770,phrase,реша́ть упражне́ния,решать упражнения,練習問題を解く,表現,,,,,,,74,聴取,宿題,1,решать упражнения,2,phrase,ru→ja / ja→ru候補,реша́ть упражне́ния,練習問題を解く,"答え：練習問題を解く
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0771,phrase,игра́ть на гита́ре,играть на гитаре,ギターを弾く,表現,,,,,,,84,聴取,趣味,1,играть на гитаре,2,phrase,ru→ja / ja→ru候補,игра́ть на гита́ре,ギターを弾く,"答え：ギターを弾く
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0772,phrase,жить в центре го́рода,жить в центре города,市中心部に住む,表現,,,,,,,84,聴取,部屋,1,жить в центре города,2,phrase,ru→ja / ja→ru候補,жить в центре го́рода,市中心部に住む,"答え：市中心部に住む
品詞：表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0773,phrase,снять кварти́ру,снять квартиру,アパートを借りる,表現,,,,,,,62,聴取,住居,1,снять квартиру,2,phrase,ru→ja / ja→ru候補,снять кварти́ру,アパートを借りる,"答え：アパートを借りる
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0774,phrase,ехать на мо́ре,ехать на море,海へ行く,表現,,,,,,,70,聴取,家族旅行,1,ехать на море,2,phrase,ru→ja / ja→ru候補,ехать на мо́ре,海へ行く,"答え：海へ行く
品詞：表現
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0775,phrase,остави́ть ко́шку у сосе́да,оставить кошку у соседа,猫を隣人に預ける,表現,,,,,,,70,聴取,旅行,1,оставить кошку у соседа,2,phrase,ru→ja / ja→ru候補,остави́ть ко́шку у сосе́да,猫を隣人に預ける,"答え：猫を隣人に預ける
品詞：表現
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0776,phrase,по́сле дождя́,после дождя,雨の後で,前置詞句,,,,,,,70,聴取,天気回復,1,после дождя,2,phrase,ru→ja / ja→ru候補,по́сле дождя́,雨の後で,"答え：雨の後で
品詞：前置詞句
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0777,phrase,по доро́ге,по дороге,道中で,副詞句,,,,,,,70候補,聴取,旅行,1,по дороге,2,phrase,ru→ja / ja→ru候補,по доро́ге,道中で,"答え：道中で
品詞：副詞句
出典候補：第70候補
状態：校正用・未確認",russian2,v04,校正用,phrase,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0778,phrase,че́рез пять часо́в,через пять часов,5時間後に,表現,,,,,,,70,聴取,旅行,1,через пять часов,2,phrase,ru→ja / ja→ru候補,че́рез пять часо́в,5時間後に,"答え：5時間後に
品詞：表現
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0779,phrase,сде́лать фотогра́фию,сделать фотографию,写真を撮る,表現,,,,,,,70,聴取,景色,1,сделать фотографию,2,phrase,ru→ja / ja→ru候補,сде́лать фотогра́фию,写真を撮る,"答え：写真を撮る
品詞：表現
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0780,phrase,прибы́ть в гости́ницу,прибыть в гостиницу,ホテルに到着する,表現,,,,,,,70,聴取,旅行,1,прибыть в гостиницу,2,phrase,ru→ja / ja→ru候補,прибы́ть в гости́ницу,ホテルに到着する,"答え：ホテルに到着する
品詞：表現
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0781,phrase,уче́бное заведе́ние,учебное заведение,教育機関,表現,,,,,,,74,文法I,教育,1,учебное заведение,2,phrase,ru→ja / ja→ru候補,уче́бное заведе́ние,教育機関,"答え：教育機関
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0782,phrase,междунаро́дное сравне́ние,международное сравнение,国際比較,表現,,,,,,,74,文法I,教育,1,международное сравнение,2,phrase,ru→ja / ja→ru候補,междунаро́дное сравне́ние,国際比較,"答え：国際比較
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0783,phrase,принима́ть за образе́ц,принимать за образец,模範とみなす,表現,,,,,,,74,文法I,образец,1,принимать за образец,2,phrase,ru→ja / ja→ru候補,принима́ть за образе́ц,模範とみなす,"答え：模範とみなす
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0784,phrase,игра́ть на скри́пке,играть на скрипке,ヴァイオリンを弾く,表現,,,,,,,74,和文露訳,音楽,1,играть на скрипке,2,phrase,ru→ja / ja→ru候補,игра́ть на скри́пке,ヴァイオリンを弾く,"答え：ヴァイオリンを弾く
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0785,phrase,уча́ствовать в ко́нкурсе,участвовать в конкурсе,コンクールに参加する,表現,,,,,,,74,和文露訳,音楽,1,участвовать в конкурсе,2,phrase,ru→ja / ja→ru候補,уча́ствовать в ко́нкурсе,コンクールに参加する,"答え：コンクールに参加する
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0786,phrase,оценива́ть исполне́ние,оценивать исполнение,演奏を評価する,表現,,,,,,,74,和文露訳,音楽,1,оценивать исполнение,2,phrase,ru→ja / ja→ru候補,оценива́ть исполне́ние,演奏を評価する,"答え：演奏を評価する
品詞：表現
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0787,phrase,посвяти́ть себя́ му́зыке,посвятить себя музыке,音楽に身を捧げる,表現,,,,,,,74候補,和文露訳,音楽,1,посвятить себя музыке,2,phrase,ru→ja / ja→ru候補,посвяти́ть себя́ му́зыке,音楽に身を捧げる,"答え：音楽に身を捧げる
品詞：表現
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0788,phrase,изо всех сил,изо всех сил,全力で,副詞句,,,,,,,74候補,和文露訳,音楽,1,изо всех сил,2,phrase,ru→ja / ja→ru候補,изо всех сил,全力で,"答え：全力で
品詞：副詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0789,phrase,говори́ть по-япо́нски,говорить по-японски,日本語で話す,表現,,,,,,,62,文法I,日本語教育,1,говорить по-японски,2,phrase,ru→ja / ja→ru候補,говори́ть по-япо́нски,日本語で話す,"答え：日本語で話す
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0790,phrase,изуча́ть япо́нский язы́к,изучать японскии язык,日本語を学ぶ,表現,,,,,,,62,文法I,日本語教育,1,изучать японскии язык,2,phrase,ru→ja / ja→ru候補,изуча́ть япо́нский язы́к,日本語を学ぶ,"答え：日本語を学ぶ
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0791,phrase,изуча́ть ру́сский язы́к,изучать русскии язык,ロシア語を学ぶ,表現,,,,,,,62,74,全般,ロシア語,1,изучать русскии язык,2,phrase,ru→ja / ja→ru候補,изуча́ть ру́сский язы́к,ロシア語を学ぶ,"答え：ロシア語を学ぶ
品詞：表現
出典候補：第62;74
状態：校正用・未確認",russian2,v04,校正用,phrase,62,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0792,phrase,в после́дние го́ды,в последние годы,近年,副詞句,,,,,,,62,文法I,日本語教育,1,в последние годы,2,phrase,ru→ja / ja→ru候補,в после́дние го́ды,近年,"答え：近年
品詞：副詞句
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0793,phrase,со́рок лет наза́д,сорок лет назад,40年前,表現,,,,,,,62,文法I,日本語教育,1,сорок лет назад,2,phrase,ru→ja / ja→ru候補,со́рок лет наза́д,40年前,"答え：40年前
品詞：表現
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0794,phrase,благодаря́ интернету,благодаря интернету,インターネットのおかげで,前置詞句,,,,,,,62,文法I,教材多様化,1,благодаря интернету,2,phrase,ru→ja / ja→ru候補,благодаря́ интернету,インターネットのおかげで,"答え：インターネットのおかげで
品詞：前置詞句
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0795,phrase,в зави́симости от,в зависимости от,〜に応じて,前置詞句,,,,,,,62,露文和訳,職業で異なる,1,в зависимости от,2,phrase,ru→ja / ja→ru候補,в зави́симости от,〜に応じて,"答え：〜に応じて
品詞：前置詞句
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,phrase,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0796,phrase,по кра́йней ме́ре,по краинеи мере,少なくとも,副詞句,,,,,,,74,文法I,крайняя мера,1,по краинеи мере,2,phrase,ru→ja / ja→ru候補,по кра́йней ме́ре,少なくとも,"答え：少なくとも
品詞：副詞句
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0797,phrase,в це́лом,в целом,全体として,副詞句,,,,,,,74候補,語彙,論述,1,в целом,2,phrase,ru→ja / ja→ru候補,в це́лом,全体として,"答え：全体として
品詞：副詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0798,phrase,как пра́вило,как правило,普通は・原則として,副詞句,,,,,,,62候補,語彙,一般化,1,как правило,2,phrase,ru→ja / ja→ru候補,как пра́вило,普通は・原則として,"答え：普通は・原則として
品詞：副詞句
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0799,phrase,"дело не в том, что","дело не в том, что",問題は〜ではない,構文,,,,,,,74候補,和文露訳,音楽,1,"дело не в том, что",2,phrase,ru→ja / ja→ru候補,"дело не в том, что",問題は〜ではない,"答え：問題は〜ではない
品詞：構文
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0800,phrase,"а в том, что","а в том, что",むしろ〜ということだ,構文,,,,,,,74候補,和文露訳,音楽,1,"а в том, что",2,phrase,ru→ja / ja→ru候補,"а в том, что",むしろ〜ということだ,"答え：むしろ〜ということだ
品詞：構文
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0801,phrase,"не то́лько ..., но и ...","не только ..., но и ...",〜だけでなく…も,構文,,,,,,,62,74,文法I,対比・追加,1,"не только ..., но и ...",2,phrase,ru→ja / ja→ru候補,"не то́лько ..., но и ...",〜だけでなく…も,"答え：〜だけでなく…も
品詞：構文
出典候補：第62;74
状態：校正用・未確認",russian2,v04,校正用,phrase,62,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0802,phrase,"как ..., так и ...","как ..., так и ...",〜も…も,構文,,,,,,,62候補,文法I,並列,1,"как ..., так и ...",2,phrase,ru→ja / ja→ru候補,"как ..., так и ...",〜も…も,"答え：〜も…も
品詞：構文
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0803,phrase,для того́ чтобы,для того чтобы,〜するために,接続句,,,,,,,62候補,語彙,目的,1,для того чтобы,2,phrase,ru→ja / ja→ru候補,для того́ чтобы,〜するために,"答え：〜するために
品詞：接続句
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0804,phrase,несмотря́ на,несмотря на,〜にもかかわらず,前置詞句,,,,,,,62候補,語彙,譲歩,1,несмотря на,2,phrase,ru→ja / ja→ru候補,несмотря́ на,〜にもかかわらず,"答え：〜にもかかわらず
品詞：前置詞句
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0805,phrase,в свя́зи с,в связи с,〜に関連して,前置詞句,,,,,,,74候補,語彙,理由,1,в связи с,2,phrase,ru→ja / ja→ru候補,в свя́зи с,〜に関連して,"答え：〜に関連して
品詞：前置詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0806,phrase,по причи́не,по причине,〜の理由で,前置詞句,,,,,,,70候補,語彙,理由,1,по причине,2,phrase,ru→ja / ja→ru候補,по причи́не,〜の理由で,"答え：〜の理由で
品詞：前置詞句
出典候補：第70候補
状態：校正用・未確認",russian2,v04,校正用,phrase,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
